path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/cleaning windows/T9c_KZVHP4E_000053_000063,/n/fs/visualai-scr/Data/HAT2/original/cleaning windows/T9c_KZVHP4E_000053_000063,/n/fs/visualai-scr/Data/HAT2/inpaint/golf driving/IKonv-whHXo_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/golf driving/IKonv-whHXo_000001_000011,300,300,cleaning windows,golf driving,T9c_KZVHP4E,53,63,IKonv-whHXo,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000308_cleaning windows_to_golf driving_T9c_KZVHP4E_000053_000063_bg_IKonv-whHXo_000001_000011,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000308_cleaning windows_to_golf driving_T9c_KZVHP4E_000053_000063_bg_IKonv-whHXo_000001_000011,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000308_cleaning windows_to_golf driving_T9c_KZVHP4E_000053_000063_bg_IKonv-whHXo_000001_000011/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000308_cleaning windows_to_golf driving_T9c_KZVHP4E_000053_000063_bg_IKonv-whHXo_000001_000011
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/H-aC3KJGvZg_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/flying kite/H-aC3KJGvZg_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/playing trumpet/q5HAJ5vpI3M_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/q5HAJ5vpI3M_000001_000011,300,300,flying kite,playing trumpet,H-aC3KJGvZg,8,18,q5HAJ5vpI3M,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000336_flying kite_to_playing trumpet_H-aC3KJGvZg_000008_000018_bg_q5HAJ5vpI3M_000001_000011,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000336_flying kite_to_playing trumpet_H-aC3KJGvZg_000008_000018_bg_q5HAJ5vpI3M_000001_000011,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000336_flying kite_to_playing trumpet_H-aC3KJGvZg_000008_000018_bg_q5HAJ5vpI3M_000001_000011/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000336_flying kite_to_playing trumpet_H-aC3KJGvZg_000008_000018_bg_q5HAJ5vpI3M_000001_000011
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/BZVvlUhQjjI_000064_000074,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/BZVvlUhQjjI_000064_000074,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/nG8_XoYxyIw_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/nG8_XoYxyIw_000028_000038,203,300,skiing (not slalom or crosscountry),punching person (boxing),BZVvlUhQjjI,64,74,nG8_XoYxyIw,28,38,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000384_skiing (not slalom or crosscountry)_to_punching person (boxing)_BZVvlUhQjjI_000064_000074_bg_nG8_XoYxyIw_000028_000038,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000384_skiing (not slalom or crosscountry)_to_punching person (boxing)_BZVvlUhQjjI_000064_000074_bg_nG8_XoYxyIw_000028_000038,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000384_skiing (not slalom or crosscountry)_to_punching person (boxing)_BZVvlUhQjjI_000064_000074_bg_nG8_XoYxyIw_000028_000038/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000384_skiing (not slalom or crosscountry)_to_punching person (boxing)_BZVvlUhQjjI_000064_000074_bg_nG8_XoYxyIw_000028_000038
/n/fs/visualai-scr/Data/HAT2/seg/sword fighting/PCKD6J3760M_000026_000036,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/PCKD6J3760M_000026_000036,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/s2xMMccS3eg_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/s2xMMccS3eg_000000_000010,301,293,sword fighting,punching person (boxing),PCKD6J3760M,26,36,s2xMMccS3eg,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000448_sword fighting_to_punching person (boxing)_PCKD6J3760M_000026_000036_bg_s2xMMccS3eg_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000448_sword fighting_to_punching person (boxing)_PCKD6J3760M_000026_000036_bg_s2xMMccS3eg_000000_000010,"[{'class': 'chair', 'confidence': 0.30849379301071167, 'bbox': [398.3923645019531, 1.3663101196289062, 479.7790832519531, 315.7786865234375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000448_sword fighting_to_punching person (boxing)_PCKD6J3760M_000026_000036_bg_s2xMMccS3eg_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000448_sword fighting_to_punching person (boxing)_PCKD6J3760M_000026_000036_bg_s2xMMccS3eg_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/JJWIitA7QqI_000021_000031,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/JJWIitA7QqI_000021_000031,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting goal (soccer)/BxUmYyt76eI_000059_000069,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/BxUmYyt76eI_000059_000069,300,300,dunking basketball,shooting goal (soccer),JJWIitA7QqI,21,31,BxUmYyt76eI,59,69,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000452_dunking basketball_to_shooting goal (soccer)_JJWIitA7QqI_000021_000031_bg_BxUmYyt76eI_000059_000069,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000452_dunking basketball_to_shooting goal (soccer)_JJWIitA7QqI_000021_000031_bg_BxUmYyt76eI_000059_000069,"[{'class': 'potted plant', 'confidence': 0.5642415285110474, 'bbox': [281.0325927734375, 110.71630859375, 330.23101806640625, 165.55670166015625]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000452_dunking basketball_to_shooting goal (soccer)_JJWIitA7QqI_000021_000031_bg_BxUmYyt76eI_000059_000069/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000452_dunking basketball_to_shooting goal (soccer)_JJWIitA7QqI_000021_000031_bg_BxUmYyt76eI_000059_000069
/n/fs/visualai-scr/Data/HAT2/seg/writing/0ZPQl5QUvo0_000202_000212,/n/fs/visualai-scr/Data/HAT2/original/writing/0ZPQl5QUvo0_000202_000212,/n/fs/visualai-scr/Data/HAT2/inpaint/canoeing or kayaking/9cIsiB_i6Ic_000075_000085,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/9cIsiB_i6Ic_000075_000085,300,300,writing,canoeing or kayaking,0ZPQl5QUvo0,202,212,9cIsiB_i6Ic,75,85,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000464_writing_to_canoeing or kayaking_0ZPQl5QUvo0_000202_000212_bg_9cIsiB_i6Ic_000075_000085,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000464_writing_to_canoeing or kayaking_0ZPQl5QUvo0_000202_000212_bg_9cIsiB_i6Ic_000075_000085,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000464_writing_to_canoeing or kayaking_0ZPQl5QUvo0_000202_000212_bg_9cIsiB_i6Ic_000075_000085/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000464_writing_to_canoeing or kayaking_0ZPQl5QUvo0_000202_000212_bg_9cIsiB_i6Ic_000075_000085
/n/fs/visualai-scr/Data/HAT2/seg/playing basketball/8moq8a_YPXI_000032_000042,/n/fs/visualai-scr/Data/HAT2/original/playing basketball/8moq8a_YPXI_000032_000042,/n/fs/visualai-scr/Data/HAT2/inpaint/archery/IcXj4je-tto_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/archery/IcXj4je-tto_000000_000010,300,300,playing basketball,archery,8moq8a_YPXI,32,42,IcXj4je-tto,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000588_playing basketball_to_archery_8moq8a_YPXI_000032_000042_bg_IcXj4je-tto_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000588_playing basketball_to_archery_8moq8a_YPXI_000032_000042_bg_IcXj4je-tto_000000_000010,"[{'class': 'bottle', 'confidence': 0.5099533796310425, 'bbox': [53.52092742919922, 104.47261047363281, 96.90056610107422, 180.00596618652344]}, {'class': 'bottle', 'confidence': 0.4784088730812073, 'bbox': [71.54498291015625, 105.77027893066406, 96.85198974609375, 180.7222137451172]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000588_playing basketball_to_archery_8moq8a_YPXI_000032_000042_bg_IcXj4je-tto_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000588_playing basketball_to_archery_8moq8a_YPXI_000032_000042_bg_IcXj4je-tto_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/playing bass guitar/j6Wh4zu5z74_000115_000125,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/j6Wh4zu5z74_000115_000125,/n/fs/visualai-scr/Data/HAT2/inpaint/driving car/CTRKxtzvWq8_000131_000141,/n/fs/visualai-scr/Data/HAT2/original/driving car/CTRKxtzvWq8_000131_000141,300,300,playing bass guitar,driving car,j6Wh4zu5z74,115,125,CTRKxtzvWq8,131,141,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000592_playing bass guitar_to_driving car_j6Wh4zu5z74_000115_000125_bg_CTRKxtzvWq8_000131_000141,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000592_playing bass guitar_to_driving car_j6Wh4zu5z74_000115_000125_bg_CTRKxtzvWq8_000131_000141,"[{'class': 'car', 'confidence': 0.49012884497642517, 'bbox': [226.08807373046875, 18.279308319091797, 284.04302978515625, 61.7125358581543]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000592_playing bass guitar_to_driving car_j6Wh4zu5z74_000115_000125_bg_CTRKxtzvWq8_000131_000141/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000592_playing bass guitar_to_driving car_j6Wh4zu5z74_000115_000125_bg_CTRKxtzvWq8_000131_000141
/n/fs/visualai-scr/Data/HAT2/seg/juggling balls/riquQFieRJE_000013_000023,/n/fs/visualai-scr/Data/HAT2/original/juggling balls/riquQFieRJE_000013_000023,/n/fs/visualai-scr/Data/HAT2/inpaint/flying kite/dWq2Bdlv_uk_000020_000030,/n/fs/visualai-scr/Data/HAT2/original/flying kite/dWq2Bdlv_uk_000020_000030,300,300,juggling balls,flying kite,riquQFieRJE,13,23,dWq2Bdlv_uk,20,30,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000624_juggling balls_to_flying kite_riquQFieRJE_000013_000023_bg_dWq2Bdlv_uk_000020_000030,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000624_juggling balls_to_flying kite_riquQFieRJE_000013_000023_bg_dWq2Bdlv_uk_000020_000030,"[{'class': 'kite', 'confidence': 0.6834322810173035, 'bbox': [225.7386474609375, 59.682952880859375, 272.67022705078125, 122.80546569824219]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000624_juggling balls_to_flying kite_riquQFieRJE_000013_000023_bg_dWq2Bdlv_uk_000020_000030/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000624_juggling balls_to_flying kite_riquQFieRJE_000013_000023_bg_dWq2Bdlv_uk_000020_000030
/n/fs/visualai-scr/Data/HAT2/seg/driving car/kNivGPu8oiw_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/driving car/kNivGPu8oiw_000028_000038,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/1c17xEdMHns_000119_000129,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/1c17xEdMHns_000119_000129,300,300,driving car,climbing a rope,kNivGPu8oiw,28,38,1c17xEdMHns,119,129,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000628_driving car_to_climbing a rope_kNivGPu8oiw_000028_000038_bg_1c17xEdMHns_000119_000129,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000628_driving car_to_climbing a rope_kNivGPu8oiw_000028_000038_bg_1c17xEdMHns_000119_000129,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000628_driving car_to_climbing a rope_kNivGPu8oiw_000028_000038_bg_1c17xEdMHns_000119_000129/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000628_driving car_to_climbing a rope_kNivGPu8oiw_000028_000038_bg_1c17xEdMHns_000119_000129
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/jGzy03VfA8k_000174_000184,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/jGzy03VfA8k_000174_000184,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/d2RIQkmy9cE_000159_000169,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/d2RIQkmy9cE_000159_000169,300,300,skiing (not slalom or crosscountry),catching or throwing baseball,jGzy03VfA8k,174,184,d2RIQkmy9cE,159,169,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000636_skiing (not slalom or crosscountry)_to_catching or throwing baseball_jGzy03VfA8k_000174_000184_bg_d2RIQkmy9cE_000159_000169,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000636_skiing (not slalom or crosscountry)_to_catching or throwing baseball_jGzy03VfA8k_000174_000184_bg_d2RIQkmy9cE_000159_000169,"[{'class': 'dog', 'confidence': 0.7036681771278381, 'bbox': [297.0030212402344, 131.43260192871094, 335.5802307128906, 197.32339477539062]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000636_skiing (not slalom or crosscountry)_to_catching or throwing baseball_jGzy03VfA8k_000174_000184_bg_d2RIQkmy9cE_000159_000169/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000636_skiing (not slalom or crosscountry)_to_catching or throwing baseball_jGzy03VfA8k_000174_000184_bg_d2RIQkmy9cE_000159_000169
/n/fs/visualai-scr/Data/HAT2/seg/skiing slalom/8SUqJPBbweE_000038_000048,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/8SUqJPBbweE_000038_000048,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting goal (soccer)/ZitnZvYYw6w_000052_000062,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/ZitnZvYYw6w_000052_000062,300,300,skiing slalom,shooting goal (soccer),8SUqJPBbweE,38,48,ZitnZvYYw6w,52,62,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000640_skiing slalom_to_shooting goal (soccer)_8SUqJPBbweE_000038_000048_bg_ZitnZvYYw6w_000052_000062,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000640_skiing slalom_to_shooting goal (soccer)_8SUqJPBbweE_000038_000048_bg_ZitnZvYYw6w_000052_000062,"[{'class': 'sports ball', 'confidence': 0.8438104391098022, 'bbox': [706.1105346679688, 594.8690185546875, 773.6117553710938, 661.6199951171875]}, {'class': 'kite', 'confidence': 0.6603360176086426, 'bbox': [928.4944458007812, 180.9085235595703, 1194.102294921875, 457.05889892578125]}, {'class': 'frisbee', 'confidence': 0.2572641670703888, 'bbox': [988.619140625, 207.74188232421875, 1087.916748046875, 256.94580078125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000640_skiing slalom_to_shooting goal (soccer)_8SUqJPBbweE_000038_000048_bg_ZitnZvYYw6w_000052_000062/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000640_skiing slalom_to_shooting goal (soccer)_8SUqJPBbweE_000038_000048_bg_ZitnZvYYw6w_000052_000062
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/hAQJ9GHklS4_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/flying kite/hAQJ9GHklS4_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/reading newspaper/XREc823C5zs_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/reading newspaper/XREc823C5zs_000000_000010,300,280,flying kite,reading newspaper,hAQJ9GHklS4,4,14,XREc823C5zs,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000660_flying kite_to_reading newspaper_hAQJ9GHklS4_000004_000014_bg_XREc823C5zs_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/writing/ckWE-SfCKTw_000602_000612,/n/fs/visualai-scr/Data/HAT2/original/writing/ckWE-SfCKTw_000602_000612,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/NiYuBZei0aI_000013_000023,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/NiYuBZei0aI_000013_000023,300,300,writing,clean and jerk,ckWE-SfCKTw,602,612,NiYuBZei0aI,13,23,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023,"[{'class': 'chair', 'confidence': 0.8640799522399902, 'bbox': [133.43968200683594, 207.7583770751953, 165.02322387695312, 261.53936767578125]}, {'class': 'chair', 'confidence': 0.8235489726066589, 'bbox': [85.93461608886719, 211.2329864501953, 117.64674377441406, 267.15667724609375]}, {'class': 'chair', 'confidence': 0.8062152862548828, 'bbox': [57.58640670776367, 212.84140014648438, 95.79214477539062, 273.1315002441406]}, {'class': 'chair', 'confidence': 0.7972787022590637, 'bbox': [108.74617004394531, 209.08470153808594, 138.5294189453125, 263.3568115234375]}, {'class': 'motorcycle', 'confidence': 0.41548144817352295, 'bbox': [209.08740234375, 205.74636840820312, 307.968017578125, 280.80548095703125]}, {'class': 'chair', 'confidence': 0.3402327299118042, 'bbox': [12.23788070678711, 216.62301635742188, 41.62944793701172, 278.0746765136719]}, {'class': 'chair', 'confidence': 0.2664289176464081, 'bbox': [0.26241302490234375, 214.34359741210938, 41.78197479248047, 278.990234375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000712_writing_to_clean and jerk_ckWE-SfCKTw_000602_000612_bg_NiYuBZei0aI_000013_000023
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/3dnRiA5pSwU_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/flying kite/3dnRiA5pSwU_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing ladder/72ZfHTNBdTQ_000112_000122,/n/fs/visualai-scr/Data/HAT2/original/climbing ladder/72ZfHTNBdTQ_000112_000122,169,300,flying kite,climbing ladder,3dnRiA5pSwU,24,34,72ZfHTNBdTQ,112,122,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122,"[{'class': 'refrigerator', 'confidence': 0.27119550108909607, 'bbox': [0.8990478515625, 0.3741302490234375, 229.16921997070312, 360.0]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000732_flying kite_to_climbing ladder_3dnRiA5pSwU_000024_000034_bg_72ZfHTNBdTQ_000112_000122
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/Q4kAb9-wvCw_000364_000374,/n/fs/visualai-scr/Data/HAT2/original/surfing water/Q4kAb9-wvCw_000364_000374,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/ahtLVUE4qw8_000018_000028,/n/fs/visualai-scr/Data/HAT2/original/drinking/ahtLVUE4qw8_000018_000028,300,300,surfing water,drinking,Q4kAb9-wvCw,364,374,ahtLVUE4qw8,18,28,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028,"[{'class': 'cup', 'confidence': 0.6554297208786011, 'bbox': [433.65985107421875, 188.6440887451172, 479.842529296875, 295.1513671875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000744_surfing water_to_drinking_Q4kAb9-wvCw_000364_000374_bg_ahtLVUE4qw8_000018_000028
/n/fs/visualai-scr/Data/HAT2/seg/writing/Ub0rc6U6nfI_000100_000110,/n/fs/visualai-scr/Data/HAT2/original/writing/Ub0rc6U6nfI_000100_000110,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting basketball/0sCSK1Ox5Ts_000046_000056,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/0sCSK1Ox5Ts_000046_000056,300,300,writing,shooting basketball,Ub0rc6U6nfI,100,110,0sCSK1Ox5Ts,46,56,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056,"[{'class': 'sports ball', 'confidence': 0.8883044719696045, 'bbox': [235.70411682128906, 195.11549377441406, 336.20849609375, 300.580810546875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_000748_writing_to_shooting basketball_Ub0rc6U6nfI_000100_000110_bg_0sCSK1Ox5Ts_000046_000056
