path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path
/n/fs/visualai-scr/Data/HAT2/seg/juggling soccer ball/b4qCiigUelQ_000016_000026,/n/fs/visualai-scr/Data/HAT2/original/juggling soccer ball/b4qCiigUelQ_000016_000026,/n/fs/visualai-scr/Data/HAT2/inpaint/playing volleyball/u14xcMsAsA0_000055_000065,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/u14xcMsAsA0_000055_000065,300,300,juggling soccer ball,playing volleyball,b4qCiigUelQ,16,26,u14xcMsAsA0,55,65,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000013_juggling soccer ball_to_playing volleyball_b4qCiigUelQ_000016_000026_bg_u14xcMsAsA0_000055_000065,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000013_juggling soccer ball_to_playing volleyball_b4qCiigUelQ_16_26_bg_u14xcMsAsA0_55_65,"[{'class': 'person', 'confidence': 0.8352857232093811, 'bbox': [213.7349853515625, 90.71420288085938, 275.0565490722656, 263.7094421386719]}, {'class': 'chair', 'confidence': 0.28813913464546204, 'bbox': [424.468505859375, 118.00151062011719, 457.896240234375, 181.97825622558594]}]",dataset/segmented_action_swap/sample_000013_juggling soccer ball_to_playing volleyball_b4qCiigUelQ_16_26_bg_u14xcMsAsA0_55_65/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/bowling/Epp4z1hle48_000033_000043,/n/fs/visualai-scr/Data/HAT2/original/bowling/Epp4z1hle48_000033_000043,/n/fs/visualai-scr/Data/HAT2/inpaint/eating ice cream/dxV0ZeVJYAU_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/eating ice cream/dxV0ZeVJYAU_000005_000015,300,300,bowling,eating ice cream,Epp4z1hle48,33,43,dxV0ZeVJYAU,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000014_bowling_to_eating ice cream_Epp4z1hle48_000033_000043_bg_dxV0ZeVJYAU_000005_000015,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000014_bowling_to_eating ice cream_Epp4z1hle48_33_43_bg_dxV0ZeVJYAU_5_15,"[{'class': 'person', 'confidence': 0.7951030731201172, 'bbox': [71.74685668945312, 2.1035842895507812, 336.8183898925781, 358.94061279296875]}, {'class': 'person', 'confidence': 0.7863475680351257, 'bbox': [337.4180603027344, 43.04198455810547, 474.06207275390625, 357.8679504394531]}, {'class': 'car', 'confidence': 0.6143171787261963, 'bbox': [0.6475982666015625, 0.1238250732421875, 452.3625183105469, 359.9810485839844]}]",dataset/segmented_action_swap/sample_000014_bowling_to_eating ice cream_Epp4z1hle48_33_43_bg_dxV0ZeVJYAU_5_15/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/shooting basketball/j8i_2Hz1XHA_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/j8i_2Hz1XHA_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/hurdling/AYHbK7Ba50A_000078_000088,/n/fs/visualai-scr/Data/HAT2/original/hurdling/AYHbK7Ba50A_000078_000088,300,300,shooting basketball,hurdling,j8i_2Hz1XHA,3,13,AYHbK7Ba50A,78,88,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000016_shooting basketball_to_hurdling_j8i_2Hz1XHA_000003_000013_bg_AYHbK7Ba50A_000078_000088,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000016_shooting basketball_to_hurdling_j8i_2Hz1XHA_3_13_bg_AYHbK7Ba50A_78_88,"[{'class': 'person', 'confidence': 0.8521667718887329, 'bbox': [70.35728454589844, 136.1127166748047, 101.3126220703125, 218.06570434570312]}]",dataset/segmented_action_swap/sample_000016_shooting basketball_to_hurdling_j8i_2Hz1XHA_3_13_bg_AYHbK7Ba50A_78_88/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/smoking/JzSw34VjIzo_000032_000042,/n/fs/visualai-scr/Data/HAT2/original/smoking/JzSw34VjIzo_000032_000042,/n/fs/visualai-scr/Data/HAT2/inpaint/deadlifting/Zm4jkDRzcZc_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/deadlifting/Zm4jkDRzcZc_000003_000013,300,267,smoking,deadlifting,JzSw34VjIzo,32,42,Zm4jkDRzcZc,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000017_smoking_to_deadlifting_JzSw34VjIzo_000032_000042_bg_Zm4jkDRzcZc_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000017_smoking_to_deadlifting_JzSw34VjIzo_32_42_bg_Zm4jkDRzcZc_3_13,"[{'class': 'person', 'confidence': 0.921481192111969, 'bbox': [2.6807548999786377, 32.54000473022461, 296.9587707519531, 316.03936767578125]}, {'class': 'truck', 'confidence': 0.4151301383972168, 'bbox': [243.4467010498047, 13.707768440246582, 567.0151977539062, 284.7115478515625]}]",dataset/segmented_action_swap/sample_000017_smoking_to_deadlifting_JzSw34VjIzo_32_42_bg_Zm4jkDRzcZc_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing trumpet/3f9VlqbXH2I_000114_000124,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/3f9VlqbXH2I_000114_000124,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/Je5KsM6aUc0_000011_000021,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/Je5KsM6aUc0_000011_000021,160,300,playing trumpet,punching person (boxing),3f9VlqbXH2I,114,124,Je5KsM6aUc0,11,21,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000018_playing trumpet_to_punching person (boxing)_3f9VlqbXH2I_000114_000124_bg_Je5KsM6aUc0_000011_000021,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000018_playing trumpet_to_punching person (boxing)_3f9VlqbXH2I_114_124_bg_Je5KsM6aUc0_11_21,"[{'class': 'person', 'confidence': 0.827967643737793, 'bbox': [415.9952392578125, 0.0, 1038.503173828125, 702.6275634765625]}]",dataset/segmented_action_swap/sample_000018_playing trumpet_to_punching person (boxing)_3f9VlqbXH2I_114_124_bg_Je5KsM6aUc0_11_21/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating ice cream/GQQ3s4O_-HY_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/eating ice cream/GQQ3s4O_-HY_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/VoX60Mfn15k_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/VoX60Mfn15k_000007_000017,300,301,eating ice cream,sword fighting,GQQ3s4O_-HY,6,16,VoX60Mfn15k,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000020_eating ice cream_to_sword fighting_GQQ3s4O_-HY_000006_000016_bg_VoX60Mfn15k_000007_000017,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000020_eating ice cream_to_sword fighting_GQQ3s4O_-HY_6_16_bg_VoX60Mfn15k_7_17,"[{'class': 'person', 'confidence': 0.8455572128295898, 'bbox': [3.1776123046875, 0.0, 1264.988037109375, 705.9010009765625]}, {'class': 'person', 'confidence': 0.3236754238605499, 'bbox': [0.4287109375, 11.51727294921875, 370.69073486328125, 571.33154296875]}, {'class': 'wine glass', 'confidence': 0.25840291380882263, 'bbox': [2.5123748779296875, 127.93731689453125, 118.55110168457031, 228.26004028320312]}]",dataset/segmented_action_swap/sample_000020_eating ice cream_to_sword fighting_GQQ3s4O_-HY_6_16_bg_VoX60Mfn15k_7_17/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing bass guitar/qx8eYKeDhmw_000187_000197,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/qx8eYKeDhmw_000187_000197,/n/fs/visualai-scr/Data/HAT2/inpaint/brushing hair/gkNaCAQyU_0_000034_000044,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/gkNaCAQyU_0_000034_000044,300,300,playing bass guitar,brushing hair,qx8eYKeDhmw,187,197,gkNaCAQyU_0,34,44,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000021_playing bass guitar_to_brushing hair_qx8eYKeDhmw_000187_000197_bg_gkNaCAQyU_0_000034_000044,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000021_playing bass guitar_to_brushing hair_qx8eYKeDhmw_187_197_bg_gkNaCAQyU_0_34_44,"[{'class': 'person', 'confidence': 0.339444637298584, 'bbox': [2.83807373046875, 1.8580780029296875, 317.35504150390625, 237.6742401123047]}, {'class': 'person', 'confidence': 0.27502161264419556, 'bbox': [5.4518280029296875, 0.24597930908203125, 223.87950134277344, 117.80560302734375]}]",dataset/segmented_action_swap/sample_000021_playing bass guitar_to_brushing hair_qx8eYKeDhmw_187_197_bg_gkNaCAQyU_0_34_44/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing basketball/ocJaiKOm55g_000048_000058,/n/fs/visualai-scr/Data/HAT2/original/playing basketball/ocJaiKOm55g_000048_000058,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing ladder/YMmESs1QLSM_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/climbing ladder/YMmESs1QLSM_000005_000015,301,300,playing basketball,climbing ladder,ocJaiKOm55g,48,58,YMmESs1QLSM,5,15,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000022_playing basketball_to_climbing ladder_ocJaiKOm55g_000048_000058_bg_YMmESs1QLSM_000005_000015,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000022_playing basketball_to_climbing ladder_ocJaiKOm55g_48_58_bg_YMmESs1QLSM_5_15,"[{'class': 'person', 'confidence': 0.8514425754547119, 'bbox': [373.9083557128906, 178.15187072753906, 429.650390625, 316.74993896484375]}, {'class': 'person', 'confidence': 0.7772738337516785, 'bbox': [143.23768615722656, 204.12693786621094, 165.63404846191406, 268.15777587890625]}, {'class': 'person', 'confidence': 0.46924465894699097, 'bbox': [467.150634765625, 110.00852966308594, 479.84759521484375, 205.00469970703125]}, {'class': 'person', 'confidence': 0.41409364342689514, 'bbox': [320.54046630859375, 133.5271453857422, 337.69439697265625, 165.64590454101562]}]",dataset/segmented_action_swap/sample_000022_playing basketball_to_climbing ladder_ocJaiKOm55g_48_58_bg_YMmESs1QLSM_5_15/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/skipping rope/GUWR5TyiY-M_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/GUWR5TyiY-M_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/4fwEL41mQAs_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/eating cake/4fwEL41mQAs_000000_000010,300,300,skipping rope,eating cake,GUWR5TyiY-M,12,22,4fwEL41mQAs,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000023_skipping rope_to_eating cake_GUWR5TyiY-M_000012_000022_bg_4fwEL41mQAs_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000023_skipping rope_to_eating cake_GUWR5TyiY-M_12_22_bg_4fwEL41mQAs_0_10,"[{'class': 'person', 'confidence': 0.8859577775001526, 'bbox': [636.791015625, 215.12799072265625, 756.51025390625, 515.4613647460938]}, {'class': 'person', 'confidence': 0.8559209108352661, 'bbox': [804.8790283203125, 410.7327880859375, 1005.7901611328125, 591.1221923828125]}, {'class': 'person', 'confidence': 0.8351618647575378, 'bbox': [981.8438720703125, 374.61859130859375, 1177.0975341796875, 525.1614990234375]}, {'class': 'person', 'confidence': 0.8255378603935242, 'bbox': [792.13330078125, 152.2606658935547, 902.048828125, 454.04302978515625]}, {'class': 'person', 'confidence': 0.6651096343994141, 'bbox': [378.75079345703125, 29.257095336914062, 459.81243896484375, 169.6888885498047]}, {'class': 'person', 'confidence': 0.6459505558013916, 'bbox': [948.7764282226562, 78.64262390136719, 1005.0230102539062, 156.76426696777344]}, {'class': 'person', 'confidence': 0.6382036805152893, 'bbox': [1064.499755859375, 0.1474609375, 1128.856689453125, 130.6613311767578]}, {'class': 'person', 'confidence': 0.6178194284439087, 'bbox': [1024.7705078125, 73.79444122314453, 1071.543701171875, 164.85260009765625]}, {'class': 'person', 'confidence': 0.6152834892272949, 'bbox': [1193.6070556640625, 17.8206787109375, 1242.3753662109375, 109.90054321289062]}, {'class': 'person', 'confidence': 0.5986408591270447, 'bbox': [179.80990600585938, 23.498291015625, 246.81491088867188, 170.5755615234375]}, {'class': 'person', 'confidence': 0.5362120866775513, 'bbox': [133.46261596679688, 32.481719970703125, 218.52255249023438, 214.75588989257812]}, {'class': 'person', 'confidence': 0.5077884793281555, 'bbox': [1114.747802734375, 1.196044921875, 1154.305419921875, 100.64653015136719]}, {'class': 'person', 'confidence': 0.4985353946685791, 'bbox': [295.82427978515625, 46.685516357421875, 373.724853515625, 173.98519897460938]}, {'class': 'person', 'confidence': 0.47813108563423157, 'bbox': [786.6026000976562, 96.28351593017578, 830.8576049804688, 175.16217041015625]}, {'class': 'person', 'confidence': 0.4552259147167206, 'bbox': [79.04527282714844, 38.72759246826172, 150.41455078125, 182.87884521484375]}, {'class': 'person', 'confidence': 0.44354674220085144, 'bbox': [0.3072052001953125, 2.812286376953125, 173.22792053222656, 416.4084167480469]}, {'class': 'person', 'confidence': 0.41727831959724426, 'bbox': [239.5359649658203, 33.914764404296875, 318.96234130859375, 175.913330078125]}, {'class': 'person', 'confidence': 0.34632882475852966, 'bbox': [238.176025390625, 34.24493408203125, 300.441162109375, 156.50445556640625]}, {'class': 'person', 'confidence': 0.29408594965934753, 'bbox': [693.3417358398438, 7.047618865966797, 733.9962768554688, 123.48323059082031]}, {'class': 'person', 'confidence': 0.2533186376094818, 'bbox': [827.9591064453125, 91.26873016357422, 867.2972412109375, 149.8179931640625]}, {'class': 'person', 'confidence': 0.25009968876838684, 'bbox': [801.8133544921875, 66.2509765625, 839.9388427734375, 128.03709411621094]}]",dataset/segmented_action_swap/sample_000023_skipping rope_to_eating cake_GUWR5TyiY-M_12_22_bg_4fwEL41mQAs_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/f0H5AVFMHrg_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/f0H5AVFMHrg_000000_000010,/n/fs/visualai-scr/Data/HAT2/inpaint/flying kite/07xOT83TIG4_000040_000050,/n/fs/visualai-scr/Data/HAT2/original/flying kite/07xOT83TIG4_000040_000050,300,301,dunking basketball,flying kite,f0H5AVFMHrg,0,10,07xOT83TIG4,40,50,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000024_dunking basketball_to_flying kite_f0H5AVFMHrg_000000_000010_bg_07xOT83TIG4_000040_000050,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000024_dunking basketball_to_flying kite_f0H5AVFMHrg_0_10_bg_07xOT83TIG4_40_50,"[{'class': 'person', 'confidence': 0.8996668457984924, 'bbox': [525.2039184570312, 215.95037841796875, 1011.1344604492188, 716.677490234375]}, {'class': 'kite', 'confidence': 0.7135230302810669, 'bbox': [315.0126037597656, 214.73385620117188, 345.4404602050781, 252.43252563476562]}]",dataset/segmented_action_swap/sample_000024_dunking basketball_to_flying kite_f0H5AVFMHrg_0_10_bg_07xOT83TIG4_40_50/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing hair/GlykR4fqsVc_000049_000059,/n/fs/visualai-scr/Data/HAT2/original/brushing hair/GlykR4fqsVc_000049_000059,/n/fs/visualai-scr/Data/HAT2/inpaint/playing saxophone/rlDGXO3KwO4_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing saxophone/rlDGXO3KwO4_000001_000011,300,300,brushing hair,playing saxophone,GlykR4fqsVc,49,59,rlDGXO3KwO4,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000025_brushing hair_to_playing saxophone_GlykR4fqsVc_000049_000059_bg_rlDGXO3KwO4_000001_000011,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000025_brushing hair_to_playing saxophone_GlykR4fqsVc_49_59_bg_rlDGXO3KwO4_1_11,"[{'class': 'person', 'confidence': 0.6086516380310059, 'bbox': [0.6519836783409119, 0.931896984577179, 184.2815399169922, 287.4718017578125]}, {'class': 'person', 'confidence': 0.37671491503715515, 'bbox': [164.0047607421875, 71.20924377441406, 374.4814147949219, 287.9281921386719]}]",dataset/segmented_action_swap/sample_000025_brushing hair_to_playing saxophone_GlykR4fqsVc_49_59_bg_rlDGXO3KwO4_1_11/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/-U1xXJB1AHE_000038_000048,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/-U1xXJB1AHE_000038_000048,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/gJFNNbxsCN8_000104_000114,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/gJFNNbxsCN8_000104_000114,300,300,walking the dog,playing bass guitar,-U1xXJB1AHE,38,48,gJFNNbxsCN8,104,114,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000026_walking the dog_to_playing bass guitar_-U1xXJB1AHE_000038_000048_bg_gJFNNbxsCN8_000104_000114,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000026_walking the dog_to_playing bass guitar_-U1xXJB1AHE_38_48_bg_gJFNNbxsCN8_104_114,"[{'class': 'person', 'confidence': 0.8942500948905945, 'bbox': [576.0555419921875, 85.93072509765625, 825.35205078125, 686.4451293945312]}]",dataset/segmented_action_swap/sample_000026_walking the dog_to_playing bass guitar_-U1xXJB1AHE_38_48_bg_gJFNNbxsCN8_104_114/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/climbing ladder/qWr7plHuEtE_000024_000034,/n/fs/visualai-scr/Data/HAT2/original/climbing ladder/qWr7plHuEtE_000024_000034,/n/fs/visualai-scr/Data/HAT2/inpaint/canoeing or kayaking/2ENSwCFJ07A_000016_000026,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/2ENSwCFJ07A_000016_000026,303,300,climbing ladder,canoeing or kayaking,qWr7plHuEtE,24,34,2ENSwCFJ07A,16,26,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000028_climbing ladder_to_canoeing or kayaking_qWr7plHuEtE_000024_000034_bg_2ENSwCFJ07A_000016_000026,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000028_climbing ladder_to_canoeing or kayaking_qWr7plHuEtE_24_34_bg_2ENSwCFJ07A_16_26,"[{'class': 'person', 'confidence': 0.735662579536438, 'bbox': [224.64688110351562, 54.919097900390625, 313.738037109375, 298.67059326171875]}, {'class': 'surfboard', 'confidence': 0.5014972686767578, 'bbox': [106.53111267089844, 150.88975524902344, 427.80743408203125, 215.19854736328125]}, {'class': 'person', 'confidence': 0.30307433009147644, 'bbox': [124.11946105957031, 53.54539489746094, 410.02691650390625, 297.5285339355469]}]",dataset/segmented_action_swap/sample_000028_climbing ladder_to_canoeing or kayaking_qWr7plHuEtE_24_34_bg_2ENSwCFJ07A_16_26/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing volleyball/Pb_R7BUnOQ4_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/Pb_R7BUnOQ4_000001_000011,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/Um05ExTanZQ_000017_000027,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/Um05ExTanZQ_000017_000027,200,300,playing volleyball,clean and jerk,Pb_R7BUnOQ4,1,11,Um05ExTanZQ,17,27,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000029_playing volleyball_to_clean and jerk_Pb_R7BUnOQ4_000001_000011_bg_Um05ExTanZQ_000017_000027,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000029_playing volleyball_to_clean and jerk_Pb_R7BUnOQ4_1_11_bg_Um05ExTanZQ_17_27,"[{'class': 'person', 'confidence': 0.8983917236328125, 'bbox': [866.2164306640625, 159.80255126953125, 1075.9334716796875, 718.1090698242188]}, {'class': 'person', 'confidence': 0.8442800045013428, 'bbox': [371.478271484375, 251.31878662109375, 522.7977905273438, 628.0458984375]}, {'class': 'person', 'confidence': 0.8186438679695129, 'bbox': [588.5560913085938, 267.30059814453125, 635.5950317382812, 365.0059814453125]}, {'class': 'person', 'confidence': 0.810174286365509, 'bbox': [1203.4423828125, 161.47216796875, 1279.30419921875, 711.6505126953125]}, {'class': 'person', 'confidence': 0.8087526559829712, 'bbox': [168.47817993164062, 242.08761596679688, 214.91046142578125, 404.9350891113281]}, {'class': 'person', 'confidence': 0.6150481104850769, 'bbox': [456.0788879394531, 225.15530395507812, 490.4870300292969, 353.2575378417969]}, {'class': 'person', 'confidence': 0.5842961072921753, 'bbox': [778.4713134765625, 307.648193359375, 866.9981689453125, 506.81689453125]}, {'class': 'person', 'confidence': 0.5364355444908142, 'bbox': [774.427734375, 273.69873046875, 808.592529296875, 379.87255859375]}, {'class': 'person', 'confidence': 0.5292648077011108, 'bbox': [646.2888793945312, 267.4720458984375, 673.3258666992188, 356.42535400390625]}, {'class': 'person', 'confidence': 0.3421003222465515, 'bbox': [840.0592041015625, 276.96966552734375, 871.7904052734375, 363.49530029296875]}, {'class': 'bottle', 'confidence': 0.313763827085495, 'bbox': [456.5846252441406, 225.76129150390625, 490.2565612792969, 347.41815185546875]}, {'class': 'person', 'confidence': 0.25538620352745056, 'bbox': [900.1400756835938, 203.718505859375, 926.0650024414062, 251.26516723632812]}, {'class': 'handbag', 'confidence': 0.25523504614830017, 'bbox': [1034.865478515625, 385.6053466796875, 1088.084228515625, 510.59271240234375]}]",dataset/segmented_action_swap/sample_000029_playing volleyball_to_clean and jerk_Pb_R7BUnOQ4_1_11_bg_Um05ExTanZQ_17_27/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/dunking basketball/i0O61_ndoWo_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/i0O61_ndoWo_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/eating cake/ktK9w4n_zS0_000018_000028,/n/fs/visualai-scr/Data/HAT2/original/eating cake/ktK9w4n_zS0_000018_000028,240,300,dunking basketball,eating cake,i0O61_ndoWo,2,12,ktK9w4n_zS0,18,28,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000031_dunking basketball_to_eating cake_i0O61_ndoWo_000002_000012_bg_ktK9w4n_zS0_000018_000028,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000031_dunking basketball_to_eating cake_i0O61_ndoWo_2_12_bg_ktK9w4n_zS0_18_28,"[{'class': 'person', 'confidence': 0.28323277831077576, 'bbox': [0.8362483978271484, 510.3094787597656, 96.12788391113281, 719.3084106445312]}]",dataset/segmented_action_swap/sample_000031_dunking basketball_to_eating cake_i0O61_ndoWo_2_12_bg_ktK9w4n_zS0_18_28/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/shooting goal (soccer)/YAmbVR1n56c_000144_000154,/n/fs/visualai-scr/Data/HAT2/original/shooting goal (soccer)/YAmbVR1n56c_000144_000154,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing frisbee/MsfeeRqyaa4_000003_000013,300,300,shooting goal (soccer),catching or throwing frisbee,YAmbVR1n56c,144,154,MsfeeRqyaa4,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000032_shooting goal (soccer)_to_catching or throwing frisbee_YAmbVR1n56c_000144_000154_bg_MsfeeRqyaa4_000003_000013,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000032_shooting goal (soccer)_to_catching or throwing frisbee_YAmbVR1n56c_144_154_bg_MsfeeRqyaa4_3_13,"[{'class': 'person', 'confidence': 0.8691471219062805, 'bbox': [139.06150817871094, 7.063018798828125, 212.0004425048828, 148.818115234375]}, {'class': 'person', 'confidence': 0.8550784587860107, 'bbox': [64.38092041015625, 0.0, 128.13282775878906, 154.00653076171875]}]",dataset/segmented_action_swap/sample_000032_shooting goal (soccer)_to_catching or throwing frisbee_YAmbVR1n56c_144_154_bg_MsfeeRqyaa4_3_13/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing accordion/nrF8FOuvACg_000127_000137,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/nrF8FOuvACg_000127_000137,/n/fs/visualai-scr/Data/HAT2/inpaint/canoeing or kayaking/FqCVQSDxOSs_000773_000783,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/FqCVQSDxOSs_000773_000783,300,300,playing accordion,canoeing or kayaking,nrF8FOuvACg,127,137,FqCVQSDxOSs,773,783,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000034_playing accordion_to_canoeing or kayaking_nrF8FOuvACg_000127_000137_bg_FqCVQSDxOSs_000773_000783,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000034_playing accordion_to_canoeing or kayaking_nrF8FOuvACg_127_137_bg_FqCVQSDxOSs_773_783,"[{'class': 'person', 'confidence': 0.8966143131256104, 'bbox': [0.1118927001953125, 37.22845458984375, 183.0574493408203, 355.9434814453125]}, {'class': 'surfboard', 'confidence': 0.793293833732605, 'bbox': [321.37042236328125, 143.90936279296875, 639.5181884765625, 315.27935791015625]}, {'class': 'boat', 'confidence': 0.45168381929397583, 'bbox': [319.67132568359375, 144.65386962890625, 639.5330200195312, 312.0922546386719]}, {'class': 'boat', 'confidence': 0.35053709149360657, 'bbox': [169.6065673828125, 143.6536865234375, 640.0, 355.7052001953125]}]",dataset/segmented_action_swap/sample_000034_playing accordion_to_canoeing or kayaking_nrF8FOuvACg_127_137_bg_FqCVQSDxOSs_773_783/bbox_img/bbox_image.jpg
