action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002442_skiing slalom_to_deadlifting_Ch_wt_nV2k4_000702_000712_bg_tAlGxratIzc_000000_000010,50,skiing slalom,deadlifting,deadlifting,0.21445517241954803,6,0.050638336688280106,1,0.21445517241954803,False,False,True,True,True,-5,0.16381683573126793,"['deadlifting', 'hurdling', 'clean and jerk', 'driving car', 'skiing (not slalom or crosscountry)', 'skiing slalom', 'climbing ladder', 'hitting baseball', 'archery', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002446_catching or throwing frisbee_to_eating cake__cyz8Z0xjwg_000088_000098_bg_do7YH2z_x1w_000122_000132,50,catching or throwing frisbee,eating cake,juggling balls,0.395440936088562,17,0.007118519861251116,27,0.002297100843861699,False,False,False,False,False,10,-0.004821419017389417,"['juggling balls', 'juggling soccer ball', 'bowling', 'dribbling basketball', 'skipping rope', 'dunking basketball', 'opening bottle', 'archery', 'playing tennis', 'sweeping floor']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002450_drinking_to_opening bottle_QrWquDo7TzE_000126_000136_bg_vSEVCFV42pE_000006_000016,50,drinking,opening bottle,skipping rope,0.37380439043045044,31,0.0031606981065124273,13,0.01541025098413229,False,False,False,False,True,-18,0.012249552877619863,"['skipping rope', 'juggling soccer ball', 'juggling balls', 'playing accordion', 'brushing teeth', 'playing saxophone', 'bowling', 'brushing hair', 'dribbling basketball', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002454_driving car_to_playing saxophone_-yoInW_REsc_000036_000046_bg_8xbFsL0cXDE_000392_000402,50,driving car,playing saxophone,sword fighting,0.5724486112594604,46,0.0007229492184706032,3,0.041832197457551956,False,False,False,True,True,-43,0.04110924823908135,"['sword fighting', 'playing violin', 'playing saxophone', 'juggling balls', 'cleaning windows', 'playing trumpet', 'juggling soccer ball', 'punching person (boxing)', 'brushing hair', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002458_climbing a rope_to_eating ice cream_C8_aYXTrthw_000050_000060_bg_1HWS43YWRB0_000011_000021,50,climbing a rope,eating ice cream,bowling,0.19096989929676056,10,0.027425898239016533,29,0.006928113289177418,False,False,False,False,False,19,-0.020497784949839115,"['bowling', 'punching person (boxing)', 'sweeping floor', 'juggling balls', 'surfing water', 'hurdling', 'cleaning windows', 'skipping rope', 'climbing ladder', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002462_shooting goal (soccer)_to_writing_iMkymcBJUTE_000075_000085_bg_6Y4ir41xy-0_000218_000228,50,shooting goal (soccer),writing,writing,0.9495787620544434,9,0.001318402704782784,1,0.9495787620544434,False,False,True,True,True,-8,0.9482603593496606,"['writing', 'reading book', 'opening bottle', 'reading newspaper', 'juggling balls', 'drinking', 'smoking', 'playing piano', 'shooting goal (soccer)', 'playing accordion']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002466_flying kite_to_playing saxophone_skexFUHz3_0_000026_000036_bg_0bSgWa4ldr0_000401_000411,50,flying kite,playing saxophone,playing trumpet,0.5878190398216248,33,6.929503433639184e-05,2,0.21582624316215515,False,False,False,True,True,-31,0.21575694812781876,"['playing trumpet', 'playing saxophone', 'playing accordion', 'playing violin', 'playing piano', 'juggling balls', 'playing guitar', 'playing bass guitar', 'opening bottle', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002470_climbing a rope_to_punching person (boxing)_0tIJZogdc9U_000022_000032_bg_LQmy-JW6tbA_000042_000052,50,climbing a rope,punching person (boxing),punching person (boxing),0.9869384765625,8,0.0001364602503599599,1,0.9869384765625,False,False,True,True,True,-7,0.98680201631214,"['punching person (boxing)', 'clean and jerk', 'sword fighting', 'dunking basketball', 'deadlifting', 'climbing ladder', 'hitting baseball', 'climbing a rope', 'skipping rope', 'cleaning windows']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002474_juggling balls_to_skiing slalom_DvKjLyb3PSE_000000_000010_bg_-t8vdaAZKRs_000552_000562,50,juggling balls,skiing slalom,skiing slalom,0.8994406461715698,23,4.069363512826385e-06,1,0.8994406461715698,False,False,True,True,True,-22,0.899436576808057,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'hurdling', 'climbing a rope', 'shooting goal (soccer)', 'hitting baseball', 'opening bottle', 'flying kite', 'catching or throwing baseball', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002478_dunking basketball_to_hurdling_jeoHhPBPpZg_000006_000016_bg_de0NfvOCtno_000021_000031,50,dunking basketball,hurdling,hurdling,0.9097604155540466,9,0.0033303317613899708,1,0.9097604155540466,False,False,True,True,True,-8,0.9064300837926567,"['hurdling', 'dribbling basketball', 'shooting goal (soccer)', 'sweeping floor', 'skiing slalom', 'shooting basketball', 'playing volleyball', 'playing basketball', 'dunking basketball', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002482_smoking_to_playing accordion_I2JxKAtLJTg_000084_000094_bg_yX4IfOAat4s_000001_000011,50,smoking,playing accordion,hurdling,0.654140830039978,45,0.00019771188090089709,5,0.020647890865802765,False,False,False,True,True,-40,0.020450178984901868,"['hurdling', 'bowling', 'playing piano', 'sword fighting', 'playing accordion', 'sweeping floor', 'dribbling basketball', 'playing volleyball', 'dunking basketball', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000003_playing piano_to_dunking basketball_6Mc8e7lgJtk_000011_000021_bg_Bl28qY8T6NA_000045_000055,50,playing piano,dunking basketball,climbing ladder,0.3580026626586914,11,0.007958080619573593,5,0.0272169578820467,False,False,False,True,True,-6,0.019258877262473106,"['climbing ladder', 'skipping rope', 'cleaning windows', 'climbing a rope', 'dunking basketball', 'sword fighting', 'punching person (boxing)', 'flying kite', 'opening bottle', 'hurdling']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000007_catching or throwing baseball_to_sweeping floor_w1c9XilT7NU_000007_000017_bg_fkZxB6qCvf4_000003_000013,50,catching or throwing baseball,sweeping floor,sweeping floor,0.7403448224067688,44,0.00024342292454093695,1,0.7403448224067688,False,False,True,True,True,-43,0.7401013994822279,"['sweeping floor', 'skipping rope', 'cleaning windows', 'punching person (boxing)', 'shooting goal (soccer)', 'playing piano', 'playing saxophone', 'clean and jerk', 'playing basketball', 'playing violin']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000011_climbing a rope_to_skiing (not slalom or crosscountry)_miHEwIXio_c_000035_000045_bg_XNJ7LUGL13I_000006_000016,50,climbing a rope,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry),0.362379789352417,3,0.27076101303100586,1,0.362379789352417,False,True,True,True,True,-2,0.09161877632141113,"['skiing (not slalom or crosscountry)', 'skiing slalom', 'climbing a rope', 'climbing ladder', 'flying kite', 'hurdling', 'skipping rope', 'tying tie', 'clean and jerk', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000015_cleaning windows_to_clean and jerk_sn2TKS2zqo0_000061_000071_bg_cS3_7_XY4RU_000005_000015,50,cleaning windows,clean and jerk,bowling,0.535469114780426,30,0.0012061716988682747,2,0.1781989485025406,False,False,False,True,True,-28,0.1769927768036723,"['bowling', 'clean and jerk', 'hurdling', 'deadlifting', 'juggling balls', 'golf driving', 'driving car', 'juggling soccer ball', 'hitting baseball', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000019_walking the dog_to_dunking basketball_ypl3JWaPnFA_000063_000073_bg_fNvsvkohgY4_000000_000010,50,walking the dog,dunking basketball,playing basketball,0.28018084168434143,26,0.0016755062388256192,2,0.17087140679359436,False,False,False,True,True,-24,0.16919590055476874,"['playing basketball', 'dunking basketball', 'flying kite', 'shooting basketball', 'dribbling basketball', 'playing tennis', 'driving car', 'playing volleyball', 'hitting baseball', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000023_skipping rope_to_eating cake_GUWR5TyiY-M_000012_000022_bg_4fwEL41mQAs_000000_000010,50,skipping rope,eating cake,dribbling basketball,0.4508497714996338,15,0.0035436402540653944,12,0.007961899042129517,False,False,False,False,True,-3,0.004418258788064122,"['dribbling basketball', 'playing basketball', 'dunking basketball', 'playing volleyball', 'shooting goal (soccer)', 'shooting basketball', 'hurdling', 'playing tennis', 'juggling soccer ball', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000027_archery_to_climbing a rope_MrI8XlHC4p0_000000_000010_bg_1c17xEdMHns_000119_000129,50,archery,climbing a rope,archery,0.4295101761817932,1,0.4295101761817932,11,0.012235710397362709,True,True,False,False,False,10,-0.4172744657844305,"['archery', 'hitting baseball', 'skiing slalom', 'golf driving', 'skiing (not slalom or crosscountry)', 'skipping rope', 'sword fighting', 'bowling', 'driving car', 'smoking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000031_dunking basketball_to_eating cake_i0O61_ndoWo_000002_000012_bg_ktK9w4n_zS0_000018_000028,50,dunking basketball,eating cake,cleaning windows,0.3226027190685272,15,0.016268137842416763,8,0.025022590532898903,False,False,False,False,True,-7,0.00875445269048214,"['cleaning windows', 'opening bottle', 'brushing hair', 'tying tie', 'playing violin', 'sword fighting', 'juggling soccer ball', 'eating cake', 'climbing a rope', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000035_smoking_to_playing saxophone_QJrRlSn2rV0_000101_000111_bg_osE7Tz4k_gc_000197_000207,50,smoking,playing saxophone,hitting baseball,0.10419059544801712,8,0.04491124302148819,20,0.014379789121448994,False,False,False,False,False,12,-0.030531453900039196,"['hitting baseball', 'juggling soccer ball', 'punching person (boxing)', 'shooting goal (soccer)', 'surfing water', 'dunking basketball', 'bowling', 'smoking', 'juggling balls', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000039_shooting goal (soccer)_to_catching or throwing frisbee_iMkymcBJUTE_000075_000085_bg_DR0WB_0vn90_000062_000072,50,shooting goal (soccer),catching or throwing frisbee,juggling soccer ball,0.5691604018211365,2,0.30614781379699707,5,0.009307228960096836,False,True,False,True,False,3,-0.29684058483690023,"['juggling soccer ball', 'shooting goal (soccer)', 'dribbling basketball', 'juggling balls', 'catching or throwing frisbee', 'golf driving', 'catching or throwing baseball', 'hitting baseball', 'playing volleyball', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000043_surfing water_to_catching or throwing frisbee_r2U-mAIEEYU_000000_000010_bg_FzYUhtv41XY_000041_000051,50,surfing water,catching or throwing frisbee,juggling soccer ball,0.3547501862049103,34,3.122078123851679e-05,5,0.08582531660795212,False,False,False,True,True,-29,0.0857940958267136,"['juggling soccer ball', 'flying kite', 'shooting goal (soccer)', 'juggling balls', 'catching or throwing frisbee', 'skipping rope', 'playing volleyball', 'dribbling basketball', 'playing tennis', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000047_juggling soccer ball_to_skiing (not slalom or crosscountry)_XZivRFQTvuM_000141_000151_bg_wOlm2QBlX6s_000234_000244,50,juggling soccer ball,skiing (not slalom or crosscountry),skiing slalom,0.6741226315498352,7,0.0037870679516345263,2,0.23584355413913727,False,False,False,True,True,-5,0.23205648618750274,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'climbing a rope', 'hurdling', 'climbing ladder', 'flying kite', 'juggling soccer ball', 'juggling balls', 'surfing water', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000051_skiing slalom_to_bowling_o5K7K_9JqJo_000048_000058_bg_v52Gi2rgV3w_000005_000015,50,skiing slalom,bowling,bowling,0.9840154647827148,11,0.0003848136402666569,1,0.9840154647827148,False,False,True,True,True,-10,0.9836306511424482,"['bowling', 'juggling balls', 'shooting goal (soccer)', 'sweeping floor', 'juggling soccer ball', 'hitting baseball', 'shooting basketball', 'catching or throwing frisbee', 'dribbling basketball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000055_brushing hair_to_dunking basketball_EJfiLph7tJ0_000000_000010_bg_N8L8j0RTFdg_000025_000035,50,brushing hair,dunking basketball,juggling soccer ball,0.24241706728935242,42,0.0001215762022184208,2,0.23391501605510712,False,False,False,True,True,-40,0.2337934398528887,"['juggling soccer ball', 'dunking basketball', 'climbing a rope', 'juggling balls', 'skipping rope', 'climbing ladder', 'dribbling basketball', 'sweeping floor', 'punching person (boxing)', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000059_catching or throwing baseball_to_deadlifting_aU2ByztjE60_000009_000019_bg_wTb_kzlVfUE_000024_000034,50,catching or throwing baseball,deadlifting,clean and jerk,0.9675233364105225,19,6.124141509644687e-05,2,0.02119746431708336,False,False,False,True,True,-17,0.021136222901986912,"['clean and jerk', 'deadlifting', 'climbing ladder', 'juggling balls', 'hurdling', 'climbing a rope', 'shooting goal (soccer)', 'dunking basketball', 'juggling soccer ball', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000063_playing piano_to_playing tennis_9UJsk6sts_o_000052_000062_bg_n89Vt1KieGw_000003_000013,50,playing piano,playing tennis,playing tennis,0.6093107461929321,37,2.724943624343723e-05,1,0.6093107461929321,False,False,True,True,True,-36,0.6092834967566887,"['playing tennis', 'flying kite', 'juggling soccer ball', 'catching or throwing frisbee', 'juggling balls', 'dribbling basketball', 'playing basketball', 'catching or throwing baseball', 'skipping rope', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000067_walking the dog_to_deadlifting_y3jdPKWjqZY_000004_000014_bg_tAn1JD4xFbc_000007_000017,50,walking the dog,deadlifting,deadlifting,0.5181216597557068,32,8.900100510800257e-06,1,0.5181216597557068,False,False,True,True,True,-31,0.518112759655196,"['deadlifting', 'clean and jerk', 'bowling', 'climbing ladder', 'hitting baseball', 'driving car', 'sweeping floor', 'sword fighting', 'hurdling', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000071_dunking basketball_to_skiing (not slalom or crosscountry)_Epm2c6l1Md8_000002_000012_bg_pubHgFrMXUY_000234_000244,50,dunking basketball,skiing (not slalom or crosscountry),skiing slalom,0.6335597038269043,23,0.0004022162174805999,2,0.28934919834136963,False,False,False,True,True,-21,0.28894698212388903,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'climbing a rope', 'flying kite', 'juggling soccer ball', 'juggling balls', 'opening bottle', 'surfing water', 'hurdling', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000075_surfing water_to_juggling soccer ball_yF3kyTjZuz4_000000_000010_bg_YfF6iqYm6J0_000000_000010,50,surfing water,juggling soccer ball,juggling soccer ball,0.4500439167022705,33,1.4892591934767552e-05,1,0.4500439167022705,False,False,True,True,True,-32,0.45002902411033574,"['juggling soccer ball', 'flying kite', 'shooting goal (soccer)', 'juggling balls', 'catching or throwing frisbee', 'dribbling basketball', 'playing basketball', 'catching or throwing baseball', 'playing volleyball', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000079_cleaning windows_to_catching or throwing frisbee_1M37VLYmSA4_000006_000016_bg_MsfeeRqyaa4_000003_000013,50,cleaning windows,catching or throwing frisbee,skipping rope,0.4205670952796936,23,0.0018719465006142855,25,0.0016490971902385354,False,False,False,False,False,2,-0.00022284931037575006,"['skipping rope', 'juggling soccer ball', 'climbing a rope', 'skiing slalom', 'hitting baseball', 'shooting basketball', 'shooting goal (soccer)', 'juggling balls', 'catching or throwing baseball', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000083_bowling_to_sword fighting_V7vo_5tif-g_000092_000102_bg_7G7e9f0E-Xk_000042_000052,50,bowling,sword fighting,driving car,0.494549959897995,12,0.010444779880344868,39,0.0016799838049337268,False,False,False,False,False,27,-0.008764796075411141,"['driving car', 'walking the dog', 'cleaning windows', 'golf driving', 'skipping rope', 'juggling soccer ball', 'dribbling basketball', 'playing basketball', 'opening bottle', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000087_opening bottle_to_playing guitar_Kjv1tEZy6U4_000006_000016_bg_H9XWa152whU_000333_000343,50,opening bottle,playing guitar,playing guitar,0.887751042842865,8,0.0014454055344685912,1,0.887751042842865,False,False,True,True,True,-7,0.8863056373083964,"['playing guitar', 'playing bass guitar', 'playing violin', 'playing trumpet', 'playing saxophone', 'playing accordion', 'writing', 'opening bottle', 'tying tie', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000091_sweeping floor_to_hurdling_YUCMbO4NGkA_000020_000030_bg_1ZP9LHPTwwg_000012_000022,50,sweeping floor,hurdling,climbing ladder,0.31356674432754517,39,0.0002697876770980656,3,0.1663711667060852,False,False,False,True,True,-36,0.16610137902898714,"['climbing ladder', 'climbing a rope', 'hurdling', 'skipping rope', 'shooting goal (soccer)', 'dunking basketball', 'catching or throwing baseball', 'dribbling basketball', 'hitting baseball', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000095_sweeping floor_to_playing basketball_L3LgxlLLXVc_000001_000011_bg_zG65IAmnSnc_000096_000106,50,sweeping floor,playing basketball,dribbling basketball,0.3769931197166443,44,2.7434677463133994e-07,2,0.31186896562576294,False,False,False,True,True,-42,0.3118686912789883,"['dribbling basketball', 'playing basketball', 'shooting basketball', 'dunking basketball', 'juggling soccer ball', 'juggling balls', 'shooting goal (soccer)', 'playing volleyball', 'hitting baseball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000099_dribbling basketball_to_playing trumpet_UthqVZFc6Zk_000145_000155_bg_j1nlOIFx0pQ_000012_000022,50,dribbling basketball,playing trumpet,hurdling,0.2914099395275116,8,0.028128765523433685,22,0.0005834131734445691,False,False,False,False,False,14,-0.027545352349989116,"['hurdling', 'playing basketball', 'dunking basketball', 'climbing ladder', 'shooting basketball', 'juggling soccer ball', 'playing volleyball', 'dribbling basketball', 'shooting goal (soccer)', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000103_playing guitar_to_opening bottle_p0pp-37fOdo_000123_000133_bg_IAXAOamk-hE_000026_000036,50,playing guitar,opening bottle,playing saxophone,0.46558400988578796,15,0.001966631505638361,11,0.004227462224662304,False,False,False,False,True,-4,0.002260830719023943,"['playing saxophone', 'tying tie', 'playing trumpet', 'playing violin', 'playing accordion', 'playing piano', 'climbing ladder', 'brushing teeth', 'smoking', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000107_sweeping floor_to_flying kite_gTwElXrtxmw_000002_000012_bg_xq31PobJMvM_000102_000112,50,sweeping floor,flying kite,flying kite,0.422822505235672,32,0.0008888496668078005,1,0.422822505235672,False,False,True,True,True,-31,0.4219336555688642,"['flying kite', 'shooting goal (soccer)', 'catching or throwing frisbee', 'skipping rope', 'hitting baseball', 'playing volleyball', 'juggling soccer ball', 'catching or throwing baseball', 'dribbling basketball', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000111_skiing slalom_to_tying tie_snvZDqfJ9Mw_000105_000115_bg_7Mtprt8_bqM_000060_000070,50,skiing slalom,tying tie,skiing slalom,0.24616670608520508,1,0.24616670608520508,42,0.00046401843428611755,True,True,False,False,False,41,-0.24570268765091896,"['skiing slalom', 'hurdling', 'juggling soccer ball', 'catching or throwing baseball', 'hitting baseball', 'skiing (not slalom or crosscountry)', 'dribbling basketball', 'juggling balls', 'dunking basketball', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000115_playing tennis_to_playing piano_KcBFSLIHRzg_000078_000088_bg_9o68AyEWzcM_000081_000091,50,playing tennis,playing piano,playing piano,0.8965362310409546,12,0.0009408282930962741,1,0.8965362310409546,False,False,True,True,True,-11,0.8955954027478583,"['playing piano', 'playing saxophone', 'playing accordion', 'juggling balls', 'playing violin', 'dribbling basketball', 'playing trumpet', 'juggling soccer ball', 'climbing ladder', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000119_flying kite_to_skiing slalom_07xOT83TIG4_000040_000050_bg_tZazt1KDJU0_000017_000027,50,flying kite,skiing slalom,skiing slalom,0.7042292952537537,3,0.0007857971359044313,1,0.7042292952537537,False,True,True,True,True,-2,0.7034434981178492,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'flying kite', 'climbing a rope', 'hurdling', 'catching or throwing frisbee', 'driving car', 'climbing ladder', 'hitting baseball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000123_catching or throwing baseball_to_eating cake_CR0PV8jmGqg_000003_000013_bg_7U9X4LXCR60_000001_000011,50,catching or throwing baseball,eating cake,brushing hair,0.31018730998039246,37,0.0011531722266227007,7,0.02776562236249447,False,False,False,False,True,-30,0.026612450135871768,"['brushing hair', 'brushing teeth', 'surfing water', 'opening bottle', 'cleaning windows', 'eating ice cream', 'eating cake', 'sweeping floor', 'dunking basketball', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000127_hurdling_to_flying kite_vNOJj2XzgzA_000015_000025_bg_zIf7WC3ASzc_000694_000704,50,hurdling,flying kite,sword fighting,0.4995240867137909,2,0.1368076056241989,3,0.07090611755847931,False,True,False,True,False,1,-0.0659014880657196,"['sword fighting', 'hurdling', 'flying kite', 'climbing a rope', 'catching or throwing frisbee', 'archery', 'skipping rope', 'hitting baseball', 'climbing ladder', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000131_archery_to_sweeping floor_5rElcI860iU_000075_000085_bg_UvsXe1KKPZ8_000004_000014,50,archery,sweeping floor,sweeping floor,0.19467446208000183,48,0.0005887172883376479,1,0.19467446208000183,False,False,True,True,True,-47,0.19408574479166418,"['sweeping floor', 'climbing ladder', 'juggling soccer ball', 'skipping rope', 'dribbling basketball', 'dunking basketball', 'playing accordion', 'climbing a rope', 'bowling', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000135_playing volleyball_to_hitting baseball_6IPue5yWpJo_000159_000169_bg_3R1kvNrGJK0_000011_000021,50,playing volleyball,hitting baseball,playing basketball,0.19781312346458435,8,0.047017186880111694,2,0.17300823330879211,False,False,False,True,True,-6,0.12599104642868042,"['playing basketball', 'hitting baseball', 'dunking basketball', 'shooting goal (soccer)', 'catching or throwing frisbee', 'playing tennis', 'catching or throwing baseball', 'playing volleyball', 'shooting basketball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000139_dribbling basketball_to_sword fighting_M_2WkaKWe5M_000000_000010_bg_rLS3IgNROgo_000021_000031,50,dribbling basketball,sword fighting,dribbling basketball,0.25850197672843933,1,0.25850197672843933,25,0.0010947718983516097,True,True,False,False,False,24,-0.2574072048300877,"['dribbling basketball', 'playing basketball', 'hurdling', 'dunking basketball', 'punching person (boxing)', 'shooting goal (soccer)', 'juggling soccer ball', 'shooting basketball', 'playing volleyball', 'deadlifting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000143_hitting baseball_to_tying tie_cDRi9AzrapA_000151_000161_bg_U1zm7BJY1U0_000104_000114,50,hitting baseball,tying tie,hitting baseball,0.8375150561332703,1,0.8375150561332703,41,5.543356564885471e-06,True,True,False,False,False,40,-0.8375095127767054,"['hitting baseball', 'catching or throwing baseball', 'juggling balls', 'hurdling', 'cleaning windows', 'juggling soccer ball', 'catching or throwing frisbee', 'clean and jerk', 'sword fighting', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000147_eating cake_to_catching or throwing frisbee_M8YUAdP_nSo_000039_000049_bg_a6KJuGCozc4_000014_000024,50,eating cake,catching or throwing frisbee,juggling soccer ball,0.22674506902694702,2,0.2106522023677826,16,0.005594941321760416,False,True,False,False,False,14,-0.20505726104602218,"['juggling soccer ball', 'eating cake', 'juggling balls', 'eating ice cream', 'smoking', 'playing trumpet', 'skipping rope', 'brushing teeth', 'drinking', 'playing accordion']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000151_juggling soccer ball_to_sword fighting_yHqx_bo9fLg_000002_000012_bg_diryGRYvb-M_000005_000015,50,juggling soccer ball,sword fighting,juggling soccer ball,0.8253936767578125,1,0.8253936767578125,27,1.673623228271026e-05,True,True,False,False,False,26,-0.8253769405255298,"['juggling soccer ball', 'juggling balls', 'dribbling basketball', 'shooting goal (soccer)', 'playing volleyball', 'hitting baseball', 'catching or throwing baseball', 'playing basketball', 'dunking basketball', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000155_playing accordion_to_sword fighting_bei0Be7pJQA_000032_000042_bg_siHWPg1-2eM_000200_000210,50,playing accordion,sword fighting,juggling soccer ball,0.47843602299690247,8,0.020009402185678482,15,0.009796490892767906,False,False,False,False,False,7,-0.010212911292910576,"['juggling soccer ball', 'juggling balls', 'archery', 'climbing a rope', 'flying kite', 'hitting baseball', 'skipping rope', 'playing accordion', 'golf driving', 'playing saxophone']"
